"Area" "Item" "Year" "yield" "rain" "pest" "temp"
"24186" "Saudi Arabia" "Sorghum" 1994 11477 59 994 26.26
"24188" "Saudi Arabia" "Wheat" 1994 45503 59 994 26.26
"24190" "Saudi Arabia" "Maize" 1995 19522 59 994 26.33
"24192" "Saudi Arabia" "Potatoes" 1995 196769 59 994 26.33
"24194" "Saudi Arabia" "Sorghum" 1995 11477 59 994 26.33
"24196" "Saudi Arabia" "Wheat" 1995 44720 59 994 26.33
"24198" "Saudi Arabia" "Maize" 1996 19583 59 994 26.37
"24200" "Saudi Arabia" "Potatoes" 1996 196701 59 994 26.37
"24202" "Saudi Arabia" "Sorghum" 1996 11513 59 994 26.37
"24204" "Saudi Arabia" "Wheat" 1996 43821 59 994 26.37
"24206" "Saudi Arabia" "Maize" 1997 17531 59 2513 25.88
"24208" "Saudi Arabia" "Potatoes" 1997 173596 59 2513 25.88
"24210" "Saudi Arabia" "Sorghum" 1997 11469 59 2513 25.88
"24212" "Saudi Arabia" "Wheat" 1997 44497 59 2513 25.88
"24214" "Saudi Arabia" "Maize" 1998 20519 59 2683.37 26.48
"24216" "Saudi Arabia" "Potatoes" 1998 180428 59 2683.37 26.48
"24218" "Saudi Arabia" "Sorghum" 1998 11049 59 2683.37 26.48
"24220" "Saudi Arabia" "Wheat" 1998 44999 59 2683.37 26.48
"24222" "Saudi Arabia" "Maize" 1999 18723 59 2853.74 26.75
"24224" "Saudi Arabia" "Potatoes" 1999 250876 59 2853.74 26.75
"24226" "Saudi Arabia" "Sorghum" 1999 13192 59 2853.74 26.75
"24228" "Saudi Arabia" "Wheat" 1999 42526 59 2853.74 26.75
"24230" "Saudi Arabia" "Maize" 2000 62820 59 3024.11 26.62
"24232" "Saudi Arabia" "Potatoes" 2000 262035 59 3024.11 26.62
"24234" "Saudi Arabia" "Sorghum" 2000 13384 59 3024.11 26.62
"24236" "Saudi Arabia" "Wheat" 2000 42640 59 3024.11 26.62
"24238" "Saudi Arabia" "Maize" 2001 40612 59 3194.48 26.6
"24240" "Saudi Arabia" "Potatoes" 2001 240917 59 3194.48 26.6
"24242" "Saudi Arabia" "Sorghum" 2001 13971 59 3194.48 26.6
"24244" "Saudi Arabia" "Wheat" 2001 49081 59 3194.48 26.6
"24246" "Saudi Arabia" "Maize" 2002 36432 59 3364.86 26.63
"24248" "Saudi Arabia" "Potatoes" 2002 228648 59 3364.86 26.63
"24250" "Saudi Arabia" "Sorghum" 2002 14482 59 3364.86 26.63
"24252" "Saudi Arabia" "Wheat" 2002 48875 59 3364.86 26.63
"24254" "Saudi Arabia" "Maize" 2004 38514 59 3705.6 26.53
"24256" "Saudi Arabia" "Potatoes" 2004 260589 59 3705.6 26.53
"24258" "Saudi Arabia" "Sorghum" 2004 21858 59 3705.6 26.53
"24260" "Saudi Arabia" "Wheat" 2004 53066 59 3705.6 26.53
"24262" "Saudi Arabia" "Maize" 2005 37301 59 3875.97 26.47
"24264" "Saudi Arabia" "Potatoes" 2005 243565 59 3875.97 26.47
"24266" "Saudi Arabia" "Sorghum" 2005 19751 59 3875.97 26.47
"24268" "Saudi Arabia" "Wheat" 2005 54175 59 3875.97 26.47
"24270" "Saudi Arabia" "Maize" 2006 58203 59 4046.34 26.42
"24272" "Saudi Arabia" "Potatoes" 2006 242031 59 4046.34 26.42
"24274" "Saudi Arabia" "Sorghum" 2006 23933 59 4046.34 26.42
"24276" "Saudi Arabia" "Wheat" 2006 56172 59 4046.34 26.42
"24278" "Saudi Arabia" "Maize" 2007 56250 59 4216.71 26.58
"24280" "Saudi Arabia" "Potatoes" 2007 235025 59 4216.71 26.58
"24282" "Saudi Arabia" "Sorghum" 2007 24271 59 4216.71 26.58
"24284" "Saudi Arabia" "Wheat" 2007 56844 59 4216.71 26.58
"24286" "Saudi Arabia" "Maize" 2008 56427 59 4372.61 26.64
"24288" "Saudi Arabia" "Potatoes" 2008 249332 59 4372.61 26.64
"24290" "Saudi Arabia" "Sorghum" 2008 24325 59 4372.61 26.64
"24292" "Saudi Arabia" "Wheat" 2008 60877 59 4372.61 26.64
"24294" "Saudi Arabia" "Maize" 2009 54742 59 4528.51 26.9
"24296" "Saudi Arabia" "Potatoes" 2009 251423 59 4528.51 26.9
"24298" "Saudi Arabia" "Sorghum" 2009 26312 59 4528.51 26.9
"24300" "Saudi Arabia" "Wheat" 2009 58833 59 4528.51 26.9
"24302" "Saudi Arabia" "Maize" 2010 53096 59 4684.4 27.3
"24304" "Saudi Arabia" "Potatoes" 2010 260575 59 4684.4 27.3
"24306" "Saudi Arabia" "Sorghum" 2010 25974 59 4684.4 27.3
"24308" "Saudi Arabia" "Wheat" 2010 61474 59 4684.4 27.3
"24310" "Saudi Arabia" "Maize" 2011 59958 59 4840.3 26.57
"24312" "Saudi Arabia" "Potatoes" 2011 248330 59 4840.3 26.57
"24314" "Saudi Arabia" "Sorghum" 2011 26372 59 4840.3 26.57
"24316" "Saudi Arabia" "Wheat" 2011 61429 59 4840.3 26.57
"24318" "Saudi Arabia" "Maize" 2012 60135 59 4996.2 27.02
"24320" "Saudi Arabia" "Potatoes" 2012 253233 59 4996.2 27.02
"24322" "Saudi Arabia" "Sorghum" 2012 26056 59 4996.2 27.02
"24324" "Saudi Arabia" "Wheat" 2012 59254 59 4996.2 27.02
"24326" "Saudi Arabia" "Maize" 2013 61024 59 5412.5 27.57
"24328" "Saudi Arabia" "Potatoes" 2013 256547 59 5412.5 27.57
"24330" "Saudi Arabia" "Sorghum" 2013 26199 59 5412.5 27.57
"24332" "Saudi Arabia" "Wheat" 2013 64333 59 5412.5 27.57
"24334" "Senegal" "Cassava" 1990 35159 686 384 25.13
"24335" "Senegal" "Maize" 1990 11411 686 384 25.13
"24336" "Senegal" "Potatoes" 1990 145518 686 384 25.13
"24337" "Senegal" "Rice, paddy" 1990 24825 686 384 25.13
"24338" "Senegal" "Sorghum" 1990 9101 686 384 25.13
"24339" "Senegal" "Sweet potatoes" 1990 57380 686 384 25.13
"24340" "Senegal" "Cassava" 1991 24752 686 384 25
"24341" "Senegal" "Maize" 1991 11324 686 384 25
"24342" "Senegal" "Potatoes" 1991 168760 686 384 25
"24343" "Senegal" "Rice, paddy" 1991 23497 686 384 25
"24344" "Senegal" "Sorghum" 1991 7838 686 384 25
"24345" "Senegal" "Sweet potatoes" 1991 50951 686 384 25
"24346" "Senegal" "Cassava" 1992 21496 686 384 25.09
"24347" "Senegal" "Maize" 1992 10907 686 384 25.09
"24348" "Senegal" "Potatoes" 1992 165247 686 384 25.09
"24349" "Senegal" "Rice, paddy" 1992 24065 686 384 25.09
"24350" "Senegal" "Sorghum" 1992 8884 686 384 25.09
"24351" "Senegal" "Sweet potatoes" 1992 54350 686 384 25.09
"24352" "Senegal" "Cassava" 1993 27673 686 357.55 24.99
"24353" "Senegal" "Maize" 1993 12694 686 357.55 24.99
"24354" "Senegal" "Potatoes" 1993 159492 686 357.55 24.99
"24355" "Senegal" "Rice, paddy" 1993 24809 686 357.55 24.99
"24356" "Senegal" "Sorghum" 1993 7841 686 357.55 24.99
"24357" "Senegal" "Sweet potatoes" 1993 60372 686 357.55 24.99
"24358" "Senegal" "Cassava" 1994 24925 686 547.3 24.94
"24359" "Senegal" "Maize" 1994 10133 686 547.3 24.94
"24360" "Senegal" "Potatoes" 1994 154545 686 547.3 24.94
"24361" "Senegal" "Rice, paddy" 1994 20869 686 547.3 24.94
"24362" "Senegal" "Sorghum" 1994 8672 686 547.3 24.94
"24363" "Senegal" "Sweet potatoes" 1994 85778 686 547.3 24.94
"24364" "Senegal" "Cassava" 1995 31801 686 435.31 25.33
"24365" "Senegal" "Maize" 1995 10881 686 435.31 25.33
"24366" "Senegal" "Potatoes" 1995 213833 686 435.31 25.33
"24367" "Senegal" "Rice, paddy" 1995 22497 686 435.31 25.33
"24368" "Senegal" "Sorghum" 1995 8579 686 435.31 25.33
"24369" "Senegal" "Sweet potatoes" 1995 69468 686 435.31 25.33
"24370" "Senegal" "Cassava" 1996 26397 686 411.33 25.49
"24371" "Senegal" "Maize" 1996 10438 686 411.33 25.49
"24372" "Senegal" "Potatoes" 1996 200000 686 411.33 25.49
"24373" "Senegal" "Rice, paddy" 1996 20157 686 411.33 25.49
"24374" "Senegal" "Sorghum" 1996 8948 686 411.33 25.49
"24375" "Senegal" "Sweet potatoes" 1996 56359 686 411.33 25.49
"24376" "Senegal" "Cassava" 1997 23356 686 437.23 25.87
"24377" "Senegal" "Maize" 1997 12911 686 437.23 25.87
"24378" "Senegal" "Potatoes" 1997 187500 686 437.23 25.87
"24379" "Senegal" "Rice, paddy" 1997 23254 686 437.23 25.87
"24380" "Senegal" "Sorghum" 1997 7658 686 437.23 25.87
"24381" "Senegal" "Sweet potatoes" 1997 41773 686 437.23 25.87
"24382" "Senegal" "Cassava" 1998 49527 686 450.71 26.03
"24383" "Senegal" "Maize" 1998 8255 686 450.71 26.03
"24384" "Senegal" "Potatoes" 1998 162731 686 450.71 26.03
"24385" "Senegal" "Rice, paddy" 1998 27204 686 450.71 26.03
"24386" "Senegal" "Sorghum" 1998 5927 686 450.71 26.03
"24387" "Senegal" "Sweet potatoes" 1998 73470 686 450.71 26.03
"24388" "Senegal" "Cassava" 1999 51000 686 470.87 24.93
"24389" "Senegal" "Maize" 1999 9388 686 470.87 24.93
"24390" "Senegal" "Potatoes" 1999 157460 686 470.87 24.93
"24391" "Senegal" "Rice, paddy" 1999 28000 686 470.87 24.93
"24392" "Senegal" "Sorghum" 1999 6405 686 470.87 24.93
"24393" "Senegal" "Sweet potatoes" 1999 87926 686 470.87 24.93
"24394" "Senegal" "Cassava" 2000 48883 686 491.03 25.26
"24395" "Senegal" "Maize" 2000 11114 686 491.03 25.26
"24396" "Senegal" "Potatoes" 2000 111628 686 491.03 25.26
"24397" "Senegal" "Rice, paddy" 2000 23454 686 491.03 25.26
"24398" "Senegal" "Sorghum" 2000 8691 686 491.03 25.26
"24399" "Senegal" "Sweet potatoes" 2000 100092 686 491.03 25.26
"24400" "Senegal" "Cassava" 2001 49613 686 282.02 25.79
"24401" "Senegal" "Maize" 2001 12279 686 282.02 25.79
"24402" "Senegal" "Potatoes" 2001 157460 686 282.02 25.79
"24403" "Senegal" "Rice, paddy" 2001 23729 686 282.02 25.79
"24404" "Senegal" "Sorghum" 2001 8565 686 282.02 25.79
"24405" "Senegal" "Sweet potatoes" 2001 107470 686 282.02 25.79
"24406" "Senegal" "Cassava" 2002 49963 686 328 25.4
"24407" "Senegal" "Maize" 2002 7434 686 328 25.4
"24408" "Senegal" "Potatoes" 2002 258305 686 328 25.4
"24409" "Senegal" "Rice, paddy" 2002 22676 686 328 25.4
"24410" "Senegal" "Sorghum" 2002 5854 686 328 25.4
"24411" "Senegal" "Sweet potatoes" 2002 107470 686 328 25.4
"24412" "Senegal" "Cassava" 2004 67374 686 419.97 25.38
"24413" "Senegal" "Maize" 2004 27194 686 419.97 25.38
"24414" "Senegal" "Potatoes" 2004 149835 686 419.97 25.38
"24415" "Senegal" "Rice, paddy" 2004 24758 686 419.97 25.38
"24416" "Senegal" "Sorghum" 2004 7754 686 419.97 25.38
"24417" "Senegal" "Sweet potatoes" 2004 250094 686 419.97 25.38
"24418" "Senegal" "Cassava" 2005 108083 686 465.95 25.78
"24419" "Senegal" "Maize" 2005 27961 686 465.95 25.78
"24420" "Senegal" "Potatoes" 2005 136536 686 465.95 25.78
"24421" "Senegal" "Rice, paddy" 2005 28542 686 465.95 25.78
"24422" "Senegal" "Sorghum" 2005 9652 686 465.95 25.78
"24423" "Senegal" "Sweet potatoes" 2005 250081 686 465.95 25.78
"24424" "Senegal" "Cassava" 2006 61673 686 511.93 25.32
"24425" "Senegal" "Maize" 2006 13919 686 511.93 25.32
"24426" "Senegal" "Potatoes" 2006 200382 686 511.93 25.32
"24427" "Senegal" "Rice, paddy" 2006 22401 686 511.93 25.32
"24428" "Senegal" "Sorghum" 2006 7607 686 511.93 25.32
"24429" "Senegal" "Sweet potatoes" 2006 250252 686 511.93 25.32
"24430" "Senegal" "Cassava" 2007 50338 686 557.92 25.34
"24431" "Senegal" "Maize" 2007 11008 686 557.92 25.34
"24432" "Senegal" "Potatoes" 2007 200000 686 557.92 25.34
"24433" "Senegal" "Rice, paddy" 2007 24078 686 557.92 25.34
"24434" "Senegal" "Sorghum" 2007 6459 686 557.92 25.34
"24435" "Senegal" "Sweet potatoes" 2007 253333 686 557.92 25.34
"24436" "Senegal" "Cassava" 2008 81345 686 603.9 25.5
"24437" "Senegal" "Maize" 2008 18351 686 603.9 25.5
"24438" "Senegal" "Potatoes" 2008 113000 686 603.9 25.5
"24439" "Senegal" "Rice, paddy" 2008 32572 686 603.9 25.5
"24440" "Senegal" "Sorghum" 2008 10089 686 603.9 25.5
"24441" "Senegal" "Sweet potatoes" 2008 250000 686 603.9 25.5
"24442" "Senegal" "Cassava" 2009 81909 686 649.88 25.01
"24443" "Senegal" "Maize" 2009 16300 686 649.88 25.01
"24444" "Senegal" "Potatoes" 2009 200000 686 649.88 25.01
"24445" "Senegal" "Rice, paddy" 2009 36022 686 649.88 25.01
"24446" "Senegal" "Sorghum" 2009 9357 686 649.88 25.01
"24447" "Senegal" "Sweet potatoes" 2009 400000 686 649.88 25.01
"24448" "Senegal" "Cassava" 2010 71902 686 695.86 26.1
"24449" "Senegal" "Maize" 2010 15384 686 695.86 26.1
"24450" "Senegal" "Potatoes" 2010 200000 686 695.86 26.1
"24451" "Senegal" "Rice, paddy" 2010 41033 686 695.86 26.1
"24452" "Senegal" "Sorghum" 2010 9331 686 695.86 26.1
"24453" "Senegal" "Sweet potatoes" 2010 333333 686 695.86 26.1
"24454" "Senegal" "Cassava" 2011 74922 686 741.85 25.41
"24455" "Senegal" "Maize" 2011 11331 686 741.85 25.41
"24456" "Senegal" "Potatoes" 2011 215517 686 741.85 25.41
"24457" "Senegal" "Rice, paddy" 2011 37171 686 741.85 25.41
"24458" "Senegal" "Sorghum" 2011 6389 686 741.85 25.41
"24459" "Senegal" "Sweet potatoes" 2011 263979 686 741.85 25.41
"24460" "Senegal" "Cassava" 2012 80283 686 787.83 25.47
"24461" "Senegal" "Maize" 2012 15465 686 787.83 25.47
"24462" "Senegal" "Potatoes" 2012 267857 686 787.83 25.47
"24463" "Senegal" "Rice, paddy" 2012 39892 686 787.83 25.47
"24464" "Senegal" "Sorghum" 2012 9602 686 787.83 25.47
"24465" "Senegal" "Sweet potatoes" 2012 288175 686 787.83 25.47
"24466" "Senegal" "Cassava" 2013 69978 686 722.53 24.7
"24467" "Senegal" "Maize" 2013 14428 686 722.53 24.7
"24468" "Senegal" "Potatoes" 2013 225885 686 722.53 24.7
"24469" "Senegal" "Rice, paddy" 2013 40181 686 722.53 24.7
"24470" "Senegal" "Sorghum" 2013 8458 686 722.53 24.7
"24471" "Senegal" "Sweet potatoes" 2013 352871 686 722.53 24.7
"24472" "Slovenia" "Maize" 1992 28150 1162 1309 10.78
"24473" "Slovenia" "Potatoes" 1992 121000 1162 1309 10.78
"24474" "Slovenia" "Soybeans" 1992 20000 1162 1309 10.78
"24475" "Slovenia" "Wheat" 1992 41937 1162 1309 10.78
"24476" "Slovenia" "Maize" 1993 40210 1162 1112 10.19
"24477" "Slovenia" "Potatoes" 1993 125740 1162 1112 10.19
"24478" "Slovenia" "Soybeans" 1993 13571 1162 1112 10.19
"24479" "Slovenia" "Wheat" 1993 38430 1162 1112 10.19
"24480" "Slovenia" "Maize" 1994 63200 1162 944 11.33
"24481" "Slovenia" "Potatoes" 1994 172680 1162 944 11.33
"24482" "Slovenia" "Soybeans" 1994 11000 1162 944 11.33
"24483" "Slovenia" "Wheat" 1994 43300 1162 944 11.33
"24484" "Slovenia" "Maize" 1995 63380 1162 987 10.14
"24485" "Slovenia" "Potatoes" 1995 189910 1162 987 10.14
"24486" "Slovenia" "Soybeans" 1995 27857 1162 987 10.14
"24487" "Slovenia" "Wheat" 1995 42300 1162 987 10.14
"24488" "Slovenia" "Maize" 1996 63000 1162 953 9.24
"24489" "Slovenia" "Potatoes" 1996 193000 1162 953 9.24
"24490" "Slovenia" "Soybeans" 1996 27500 1162 953 9.24
"24491" "Slovenia" "Wheat" 1996 39000 1162 953 9.24
"24492" "Slovenia" "Maize" 1997 74811 1162 1245 10.18
"24493" "Slovenia" "Potatoes" 1997 204781 1162 1245 10.18
"24494" "Slovenia" "Soybeans" 1997 25000 1162 1245 10.18
"24495" "Slovenia" "Wheat" 1997 41557 1162 1245 10.18
"24496" "Slovenia" "Maize" 1998 73139 1162 1091 10.42
"24497" "Slovenia" "Potatoes" 1998 212682 1162 1091 10.42
"24498" "Slovenia" "Soybeans" 1998 22500 1162 1091 10.42
"24499" "Slovenia" "Wheat" 1998 48279 1162 1091 10.42
"24500" "Slovenia" "Maize" 1999 69368 1162 1133 10.51
"24501" "Slovenia" "Potatoes" 1999 197257 1162 1133 10.51
"24502" "Slovenia" "Soybeans" 1999 25357 1162 1133 10.51
"24503" "Slovenia" "Wheat" 1999 37087 1162 1133 10.51
"24504" "Slovenia" "Maize" 2000 58821 1162 1468 11.45
"24505" "Slovenia" "Potatoes" 2000 207950 1162 1468 11.45
"24506" "Slovenia" "Soybeans" 2000 24643 1162 1468 11.45
"24507" "Slovenia" "Wheat" 2000 42492 1162 1468 11.45
"24508" "Slovenia" "Maize" 2001 54139 1162 1387 10.74
"24509" "Slovenia" "Potatoes" 2001 190468 1162 1387 10.74
"24510" "Slovenia" "Soybeans" 2001 27368 1162 1387 10.74
"24511" "Slovenia" "Wheat" 2001 46036 1162 1387 10.74
"24512" "Slovenia" "Maize" 2002 81574 1162 1164.1 11.18
"24513" "Slovenia" "Potatoes" 2002 233322 1162 1164.1 11.18
"24514" "Slovenia" "Soybeans" 2002 24030 1162 1164.1 11.18
"24515" "Slovenia" "Wheat" 2002 48943 1162 1164.1 11.18
"24516" "Slovenia" "Maize" 2004 77750 1162 1557.98 10.06
"24517" "Slovenia" "Potatoes" 2004 250951 1162 1557.98 10.06
"24518" "Slovenia" "Soybeans" 2004 28974 1162 1557.98 10.06
"24519" "Slovenia" "Wheat" 2004 45339 1162 1557.98 10.06
"24520" "Slovenia" "Maize" 2005 82883 1162 1383.88 9.62
"24521" "Slovenia" "Potatoes" 2005 229486 1162 1383.88 9.62
"24522" "Slovenia" "Soybeans" 2005 19360 1162 1383.88 9.62
"24523" "Slovenia" "Wheat" 2005 47005 1162 1383.88 9.62
"24524" "Slovenia" "Maize" 2006 69305 1162 1280.98 10.56
"24525" "Slovenia" "Potatoes" 2006 181312 1162 1280.98 10.56
"24526" "Slovenia" "Soybeans" 2006 23319 1162 1280.98 10.56
"24527" "Slovenia" "Wheat" 2006 41907 1162 1280.98 10.56
"24528" "Slovenia" "Maize" 2007 75358 1162 1155.23 11.31
"24529" "Slovenia" "Potatoes" 2007 228469 1162 1155.23 11.31
"24530" "Slovenia" "Soybeans" 2007 27619 1162 1155.23 11.31
"24531" "Slovenia" "Wheat" 2007 41616 1162 1155.23 11.31
"24532" "Slovenia" "Maize" 2008 73207 1162 1218.15 11.09
"24533" "Slovenia" "Potatoes" 2008 226607 1162 1218.15 11.09
"24534" "Slovenia" "Soybeans" 2008 27959 1162 1218.15 11.09
"24535" "Slovenia" "Wheat" 2008 45265 1162 1218.15 11.09
"24536" "Slovenia" "Maize" 2009 78371 1162 1162.87 11.06
"24537" "Slovenia" "Potatoes" 2009 247725 1162 1162.87 11.06
"24538" "Slovenia" "Soybeans" 2009 29242 1162 1162.87 11.06
"24539" "Slovenia" "Wheat" 2009 39643 1162 1162.87 11.06
"24540" "Slovenia" "Maize" 2010 85394 1162 1134.37 10
"24541" "Slovenia" "Potatoes" 2010 245353 1162 1134.37 10
"24542" "Slovenia" "Soybeans" 2010 26606 1162 1134.37 10
"24543" "Slovenia" "Wheat" 2010 48044 1162 1134.37 10
"24544" "Slovenia" "Maize" 2011 86856 1162 1121.91 11.02
"24545" "Slovenia" "Potatoes" 2011 264228 1162 1121.91 11.02
"24546" "Slovenia" "Soybeans" 2011 27290 1162 1121.91 11.02
"24547" "Slovenia" "Wheat" 2011 51770 1162 1121.91 11.02
"24548" "Slovenia" "Maize" 2012 70816 1162 1016.08 11.12
"24549" "Slovenia" "Potatoes" 2012 234061 1162 1016.08 11.12
"24550" "Slovenia" "Soybeans" 2012 24500 1162 1016.08 11.12
"24551" "Slovenia" "Wheat" 2012 54376 1162 1016.08 11.12
"24552" "Slovenia" "Maize" 2013 54145 1162 917.49 11.58
"24553" "Slovenia" "Potatoes" 2013 187950 1162 917.49 11.58
"24554" "Slovenia" "Soybeans" 2013 16655 1162 917.49 11.58
"24555" "Slovenia" "Wheat" 2013 43528 1162 917.49 11.58
"24556" "South Africa" "Maize" 1990 22051 495 16582 20.56
"24560" "South Africa" "Potatoes" 1990 200263 495 16582 20.56
"24564" "South Africa" "Rice, paddy" 1990 18976 495 16582 20.56
"24568" "South Africa" "Sorghum" 1990 17398 495 16582 20.56
"24572" "South Africa" "Soybeans" 1990 19377 495 16582 20.56
"24576" "South Africa" "Sweet potatoes" 1990 35872 495 16582 20.56
"24580" "South Africa" "Wheat" 1990 10934 495 16582 20.56
"24584" "South Africa" "Maize" 1991 22573 495 16582 21.06
"24588" "South Africa" "Potatoes" 1991 200188 495 16582 21.06
"24592" "South Africa" "Rice, paddy" 1991 21297 495 16582 21.06
"24596" "South Africa" "Sorghum" 1991 18193 495 16582 21.06
"24600" "South Africa" "Soybeans" 1991 14483 495 16582 21.06
"24604" "South Africa" "Sweet potatoes" 1991 36715 495 16582 21.06
"24608" "South Africa" "Wheat" 1991 14916 495 16582 21.06
"24612" "South Africa" "Maize" 1992 7853 495 16582 21.53
"24616" "South Africa" "Potatoes" 1992 178455 495 16582 21.53
"24620" "South Africa" "Rice, paddy" 1992 21503 495 16582 21.53
"24624" "South Africa" "Sorghum" 1992 6178 495 16582 21.53
"24628" "South Africa" "Soybeans" 1992 7578 495 16582 21.53
"24632" "South Africa" "Sweet potatoes" 1992 36324 495 16582 21.53
"24636" "South Africa" "Wheat" 1992 17653 495 16582 21.53
"24640" "South Africa" "Maize" 1993 22840 495 16582 21.32
"24644" "South Africa" "Potatoes" 1993 228678 495 16582 21.32
"24648" "South Africa" "Rice, paddy" 1993 21710 495 16582 21.32
"24652" "South Africa" "Sorghum" 1993 21564 495 16582 21.32
"24656" "South Africa" "Soybeans" 1993 14913 495 16582 21.32
"24660" "South Africa" "Sweet potatoes" 1993 37333 495 16582 21.32
"24664" "South Africa" "Wheat" 1993 18454 495 16582 21.32
"24668" "South Africa" "Maize" 1994 28481 495 16582 20.65
"24672" "South Africa" "Potatoes" 1994 232625 495 16582 20.65
"24676" "South Africa" "Rice, paddy" 1994 21917 495 16582 20.65
"24680" "South Africa" "Sorghum" 1994 22916 495 16582 20.65
"24684" "South Africa" "Soybeans" 1994 11473 495 16582 20.65
"24688" "South Africa" "Sweet potatoes" 1994 36093 495 16582 20.65
"24692" "South Africa" "Wheat" 1994 17561 495 16582 20.65
"24696" "South Africa" "Maize" 1995 13800 495 18025 20.73
"24700" "South Africa" "Potatoes" 1995 257634 495 18025 20.73
"24704" "South Africa" "Rice, paddy" 1995 22124 495 18025 20.73
"24708" "South Africa" "Sorghum" 1995 20319 495 18025 20.73
"24712" "South Africa" "Soybeans" 1995 8954 495 18025 20.73
"24716" "South Africa" "Sweet potatoes" 1995 36048 495 18025 20.73
"24720" "South Africa" "Wheat" 1995 14507 495 18025 20.73
"24724" "South Africa" "Maize" 1996 27043 495 19508 20.49
"24728" "South Africa" "Potatoes" 1996 261054 495 19508 20.49
"24732" "South Africa" "Rice, paddy" 1996 22331 495 19508 20.49
"24736" "South Africa" "Sorghum" 1996 30774 495 19508 20.49
"24740" "South Africa" "Soybeans" 1996 11765 495 19508 20.49
"24744" "South Africa" "Sweet potatoes" 1996 32037 495 19508 20.49
"24748" "South Africa" "Wheat" 1996 20961 495 19508 20.49
"24752" "South Africa" "Maize" 1997 25195 495 21596 20.57
"24756" "South Africa" "Potatoes" 1997 282462 495 21596 20.57
"24760" "South Africa" "Rice, paddy" 1997 22537 495 21596 20.57
"24764" "South Africa" "Sorghum" 1997 26917 495 21596 20.57
"24768" "South Africa" "Soybeans" 1997 13803 495 21596 20.57
"24772" "South Africa" "Sweet potatoes" 1997 38431 495 21596 20.57
"24776" "South Africa" "Wheat" 1997 17575 495 21596 20.57
"24780" "South Africa" "Maize" 1998 21611 495 24304 21.22
"24784" "South Africa" "Potatoes" 1998 307667 495 24304 21.22
"24788" "South Africa" "Rice, paddy" 1998 22744 495 24304 21.22
"24792" "South Africa" "Sorghum" 1998 27306 495 24304 21.22
"24796" "South Africa" "Soybeans" 1998 17200 495 24304 21.22
"24800" "South Africa" "Sweet potatoes" 1998 35722 495 24304 21.22
"24804" "South Africa" "Wheat" 1998 25295 495 24304 21.22
"24808" "South Africa" "Maize" 1999 22274 495 26098.8 21.64
"24812" "South Africa" "Potatoes" 1999 315545 495 26098.8 21.64
"24816" "South Africa" "Rice, paddy" 1999 22949 495 26098.8 21.64
"24820" "South Africa" "Sorghum" 1999 22602 495 26098.8 21.64
"24824" "South Africa" "Soybeans" 1999 15249 495 26098.8 21.64
"24828" "South Africa" "Sweet potatoes" 1999 35182 495 26098.8 21.64
"24832" "South Africa" "Wheat" 1999 24137 495 26098.8 21.64
"24836" "South Africa" "Maize" 2000 28492 495 26857 20.74
"24840" "South Africa" "Potatoes" 2000 316536 495 26857 20.74
"24844" "South Africa" "Rice, paddy" 2000 22962 495 26857 20.74
"24848" "South Africa" "Sorghum" 2000 33246 495 26857 20.74
"24852" "South Africa" "Soybeans" 2000 16412 495 26857 20.74
"24856" "South Africa" "Sweet potatoes" 2000 35174 495 26857 20.74
"24860" "South Africa" "Wheat" 2000 25997 495 26857 20.74
"24864" "South Africa" "Maize" 2001 24371 495 26857 21.25
"24868" "South Africa" "Potatoes" 2001 311961 495 26857 21.25
"24872" "South Africa" "Rice, paddy" 2001 22857 495 26857 21.25
"24876" "South Africa" "Sorghum" 2001 23429 495 26857 21.25
"24880" "South Africa" "Soybeans" 2001 16862 495 26857 21.25
"24884" "South Africa" "Sweet potatoes" 2001 34804 495 26857 21.25
"24888" "South Africa" "Wheat" 2001 25708 495 26857 21.25
"24892" "South Africa" "Maize" 2002 28516 495 26857 21.07
"24896" "South Africa" "Potatoes" 2002 324147 495 26857 21.07
"24900" "South Africa" "Rice, paddy" 2002 23517 495 26857 21.07
"24904" "South Africa" "Sorghum" 2002 34286 495 26857 21.07
"24908" "South Africa" "Soybeans" 2002 17962 495 26857 21.07
"24912" "South Africa" "Sweet potatoes" 2002 34918 495 26857 21.07
"24916" "South Africa" "Wheat" 2002 25906 495 26857 21.07
"24920" "South Africa" "Maize" 2004 30305 495 26857 21.11
"24924" "South Africa" "Potatoes" 2004 346081 495 26857 21.11
"24928" "South Africa" "Rice, paddy" 2004 24139 495 26857 21.11
"24932" "South Africa" "Sorghum" 2004 28692 495 26857 21.11
"24936" "South Africa" "Soybeans" 2004 16296 495 26857 21.11
"24940" "South Africa" "Sweet potatoes" 2004 34248 495 26857 21.11
"24944" "South Africa" "Wheat" 2004 20325 495 26857 21.11
"24948" "South Africa" "Maize" 2005 36351 495 26857 21.14
"24952" "South Africa" "Potatoes" 2005 333534 495 26857 21.14
"24956" "South Africa" "Rice, paddy" 2005 24452 495 26857 21.14
"24960" "South Africa" "Sorghum" 2005 30058 495 26857 21.14
"24964" "South Africa" "Soybeans" 2005 18167 495 26857 21.14
"24968" "South Africa" "Sweet potatoes" 2005 33690 495 26857 21.14
"24972" "South Africa" "Wheat" 2005 23665 495 26857 21.14
"24976" "South Africa" "Maize" 2006 34122 495 26857 20.86
